image,similarity
big_images/24JANG-mediumThreeByTwo378-v2.jpg,0.4542913406311876
big_images/22YI-threeByTwoSmallAt2X.jpg,0.5095403631263673
big_images/16UY-mediumThreeByTwo378-v2.jpg,0.5143747039865393
big_images/17WANG-mediumThreeByTwo378-v2.jpg,0.5179986865661884
big_images/11MCMURRAY-mediumThreeByTwo378.jpg,0.5274551750843621
big_images/20CHEN-threeByTwoSmallAt2X.jpg,0.535763608478988
big_images/20JIN-threeByTwoSmallAt2X.jpg,0.5402288502139405
big_images/03TONG-mediumThreeByTwo378.jpg,0.547836495772378
big_images/07MO-mediumThreeByTwo378-v2.jpg,0.5633773501499318
big_images/27LEONG-threeByTwoSmallAt2X.jpg,0.5639273528589107
big_images/07JANG-mediumThreeByTwo378-v2.jpg,0.5648724577560366
big_images/18CHAN-mediumThreeByTwo378-v2.jpg,0.5650643669681117
big_images/03BHASIN-mediumThreeByTwo378.jpg,0.5657735072320754
big_images/08STROUD-mediumThreeByTwo378-v2.jpg,0.5659893884076062
big_images/30KANGsub-threeByTwoSmallAt2X.jpg,0.5776648458223812
big_images/17LOWENSTEIN-mediumThreeByTwo378.jpg,0.5830228443224883
big_images/19HARTMAN-mediumThreeByTwo378-v2.jpg,0.5900362144645152
big_images/22HARGROVE-threeByTwoSmallAt2X.jpg,0.5972023348965314
big_images/13HAN-threeByTwoSmallAt2X.jpg,0.6020677121214238
big_images/17YIN-threeByTwoSmallAt2X.jpg,0.6026441037898824
big_images/08PENG-threeByTwoSmallAt2X.jpg,0.608506350351219
big_images/24Canales-threeByTwoSmallAt2X.jpg,0.6096856152572603
big_images/14KIMsub-mediumThreeByTwo378-v2.jpg,0.6118366455333324
big_images/08STUMP-threeByTwoSmallAt2X.jpg,0.6138746948382072
big_images/02PIPPINSsub-threeByTwoSmallAt2X.jpg,0.6192232832979537
big_images/19FALMLEN-mediumThreeByTwo378.jpg,0.6198084301827743
big_images/30FANG-threeByTwoSmallAt2X.jpg,0.6233160481658168
big_images/14RAHMAN-threeByTwoSmallAt2X.jpg,0.6243768173969984
big_images/24brown-threeByTwoSmallAt2X-v2.jpg,0.6247032240558141
big_images/10FRIEDMAN-mediumThreeByTwo252-v2.jpg,0.6251183067603112
big_images/30JOHNSON-threeByTwoSmallAt2X.jpg,0.6329811029641143
big_images/25CARUSONEjpg-mediumThreeByTwo378-v2.jpg,0.6341927192648394
big_images/28CHEN-mediumThreeByTwo378-v2.jpg,0.6343557801534796
big_images/19FABRIKANT-mediumThreeByTwo378-v2.jpg,0.6348494171882575
big_images/24SZALAI-threeByTwoSmallAt2X.jpg,0.6368114347616669
big_images/25KIM-threeByTwoSmallAt2X.jpg,0.6399399203289632
big_images/01TENG-threeByTwoSmallAt2X.jpg,0.6400607708159304
big_images/27UNG-threeByTwoSmallAt2X.jpg,0.6413173400054746
big_images/24SIUjpg-mediumThreeByTwo378-v2.jpg,0.6442346260197684
big_images/29SCHLOSSBERG-mediumThreeByTwo378-v2.jpg,0.6465115520479732
big_images/24BLAKE-mediumThreeByTwo378-v2.jpg,0.6465487077275293
big_images/25WARDROPPER-mediumThreeByTwo378-v2.jpg,0.6475833460762975
big_images/07NIKIC-threeByTwoSmallAt2X.jpg,0.647781760291932
big_images/23MURPHY-threeByTwoSmallAt2X.jpg,0.6485769066978239
big_images/25CHEA-threeByTwoSmallAt2X.jpg,0.653219517922634
big_images/23SAMUELS-mediumThreeByTwo378-v2.jpg,0.6553261702147652
big_images/16CHEN-mediumThreeByTwo378.jpg,0.6556657440068162
big_images/12SCANLON-mediumThreeByTwo378-v2.jpg,0.6562060549493377
big_images/20SIETZ-threeByTwoSmallAt2X.jpg,0.6572101234149802
big_images/30SILVER-threeByTwoSmallAt2X.jpg,0.6576758721130272
big_images/02EMMERICH--threeByTwoSmallAt2X.jpg,0.6590771467175637
big_images/06SCHWARTZ-mediumThreeByTwo378.jpg,0.6596005267088907
big_images/01RATELLE-threeByTwoSmallAt2X.jpg,0.6610494207952902
big_images/15BROWN-threeByTwoSmallAt2X.jpg,0.6615247924355562
big_images/28YOST-mediumThreeByTwo378.jpg,0.6636316403513723
big_images/18HAVES-threeByTwoSmallAt2X.jpg,0.6639031420934384
big_images/-28DEYAGER-mediumThreeByTwo378.jpg,0.6639441678389062
big_images/10HORVATH-threeByTwoSmallAt2X.jpg,0.6647230711158724
big_images/25RIVERA-mediumThreeByTwo378-v2.jpg,0.6653365015909953
big_images/07MILLER-STEVENS-threeByTwoSmallAt2X.jpg,0.6666526007805416
big_images/13BYRNE-threeByTwoSmallAt2X.jpg,0.6668649369040291
big_images/23FOWLER-mediumThreeByTwo378-v2.jpg,0.6677400371219611
big_images/09TENJARLA-threeByTwoSmallAt2X.jpg,0.6678728679218648
big_images/19BELL-threeByTwoSmallAt2X.jpg,0.6696114181148971
big_images/03MONTGOMERY-mediumThreeByTwo378.jpg,0.6700384026702495
big_images/04REIBSTEIN-threeByTwoSmallAt2X.jpg,0.6704007267834399
big_images/28TOBIAS-threeByTwoSmallAt2X.jpg,0.6705040445220609
big_images/10SHAW-threeByTwoSmallAt2X.jpg,0.6730938784897996
big_images/12BYRNES-threeByTwoSmallAt2X.jpg,0.6731775014894447
big_images/12DURHAM-mediumThreeByTwo378-v2.jpg,0.6732045687139601
big_images/09DJANIANTS-mediumThreeByTwo378-v2.jpg,0.6742947132680546
big_images/06LEE-mediumThreeByTwo378.jpg,0.674685885380725
big_images/13HEICKLEN-mediumThreeByTwo378-v2.jpg,0.6754319164527928
big_images/29MYERS-threeByTwoSmallAt2X.jpg,0.6765805825550263
big_images/14AUERHAHN-threeByTwoSmallAt2X.jpg,0.6769621263271939
big_images/14CONTIsub-threeByTwoSmallAt2X.jpg,0.677442887108412
big_images/24jha-threeByTwoSmallAt2X.jpg,0.6790157915437841
big_images/18BERKE-threeByTwoSmallAt2X.jpg,0.6796633961701778
big_images/10BUTNICK-mediumThreeByTwo378-v2.jpg,0.6798508100650136
big_images/16SENDER-mediumThreeByTwo378-v2.jpg,0.6801729622286802
big_images/18FLORIANI-mediumThreeByTwo378-v2.jpg,0.6824605479476288
big_images/18SALEE-threeByTwoSmallAt2X.jpg,0.6827932198135098
big_images/10COGBURN-mediumThreeByTwo378-v2.jpg,0.6829172816153696
big_images/29SAXENA-threeByTwoSmallAt2X.jpg,0.6834222302782189
big_images/25DERWOSTYP-mediumThreeByTwo378-v2.jpg,0.6836637520539313
big_images/10SCHLOSSBERG-mediumThreeByTwo378-v2.jpg,0.6851735949913068
big_images/30MARTINO-mediumThreeByTwo378.jpg,0.685395008991345
big_images/24HENCHMAN-mediumThreeByTwo378.jpg,0.6858957385830775
big_images/19JOHNSTON-mediumThreeByTwo378-v2.jpg,0.6868385284120181
big_images/04OLCAY-threeByTwoSmallAt2X.jpg,0.6868386879294728
big_images/13GLUSBANDsub-threeByTwoSmallAt2X.jpg,0.6877994207218616
big_images/10HELCER-mediumThreeByTwo378-v2.jpg,0.6906983953546124
big_images/02CRAIGHILL-mediumThreeByTwo378.jpg,0.691225498257539
big_images/07ZLOTOWITZ-threeByTwoSmallAt2X.jpg,0.6914753243848379
big_images/06KONG-threeByTwoSmallAt2X.jpg,0.6930485958225407
big_images/28WARSHAUER-threeByTwoSmallAt2X.jpg,0.6932234192396506
big_images/26SARFATY-MILLER-threeByTwoSmallAt2X.jpg,0.6937063537778603
big_images/09LIN-mediumThreeByTwo378-v2.jpg,0.6950223008320585
big_images/29HERSHMAN-mediumThreeByTwo378-v2.jpg,0.6950319755518062
big_images/19BARRAGAN-threeByTwoSmallAt2X.jpg,0.6950695034476125
big_images/31FRANCK-mediumThreeByTwo378.jpg,0.6956604410569589
big_images/08THEIS-mediumThreeByTwo378-v2.jpg,0.6958522588092289
big_images/22ENG-1531860731677-threeByTwoSmallAt2X.jpg,0.6963129315494399
big_images/23DONOVAN-mediumThreeByTwo378-v2.jpg,0.6963680444437306
big_images/24RABBITT-mediumThreeByTwo378-v2.jpg,0.6966463007155462
big_images/merlin_145179507_8dd20872-04a2-4990-960d-07b71889b1a9-threeByTwoSmallAt2X.jpg,0.6968731449087356
big_images/02HITE-threeByTwoSmallAt2X.jpg,0.6972597034562521
big_images/03LEWISHOHN-threeByTwoSmallAt2X.jpg,0.6976972910941378
big_images/12WEINSTEIN-mediumThreeByTwo378-v2.jpg,0.6988287603147091
big_images/09BRILLMAN-mediumThreeByTwo378-v2.jpg,0.6988864501749252
big_images/27GANGADHAR-mediumThreeByTwo378.jpg,0.6993850418146962
big_images/22CLARK-SPEAR-threeByTwoSmallAt2X.jpg,0.6997603165459549
big_images/15VANOVERBEKE-mediumThreeByTwo378-v2.jpg,0.6999304390000338
big_images/18GRASSO-threeByTwoSmallAt2X.jpg,0.7002970369467074
big_images/28SILBERT-mediumThreeByTwo378.jpg,0.7011985240928853
big_images/06DEAN-threeByTwoSmallAt2X.jpg,0.7013477182440714
big_images/22rogers-threeByTwoSmallAt2X.jpg,0.7016512942805976
big_images/01JACOBSEN-mediumThreeByTwo378-v2.jpg,0.7027750451771302
big_images/17SHIREY-threeByTwoSmallAt2X.jpg,0.7028590533519256
big_images/24LEVIN-threeByTwoSmallAt2X.jpg,0.7035881206379843
big_images/06ZHOU-threeByTwoSmallAt2X.jpg,0.7039199199287965
big_images/02KENNEDYjpg-mediumThreeByTwo378.jpg,0.7039381051689051
big_images/20PLOTNER-mediumThreeByTwo378-v2.jpg,0.7040140119962925
big_images/21LEVY-mediumThreeByTwo378-v2.jpg,0.7041417686649664
big_images/07ZARETSKY-threeByTwoSmallAt2X.jpg,0.704524623677256
big_images/23BRYSON-threeByTwoSmallAt2X-v2.jpg,0.706117440254384
big_images/09DEMETROPOULOS-mediumThreeByTwo378-v2.jpg,0.706125177399775
big_images/15ZECKENDORF-threeByTwoSmallAt2X-v2.jpg,0.7074637435621953
big_images/06SELLEW-mediumThreeByTwo378-v2.jpg,0.7080781891795209
big_images/12RAHMATsub-threeByTwoSmallAt2X.jpg,0.7081659364631633
big_images/23HARIDAS-threeByTwoSmallAt2X.jpg,0.7086106068321041
big_images/06MAUGERI-mediumThreeByTwo378.jpg,0.7087831696377834
big_images/09MILES-mediumThreeByTwo378-v2.jpg,0.7092793447244871
big_images/20MARKOWITZ-mediumThreeByTwo378.jpg,0.7098054290088235
big_images/15HOKIN-threeByTwoSmallAt2X.jpg,0.7099404551551034
big_images/22FILSTRUP-mediumThreeByTwo378-v2.jpg,0.7102489601095542
big_images/20VICTOR-threeByTwoSmallAt2X.jpg,0.7126443325756247
big_images/10ROSENBERG-threeByTwoSmallAt2X.jpg,0.7133195135415282
big_images/22TRAUB-mediumThreeByTwo378-v2.jpg,0.7133808065774324
big_images/10ORZYNSKI-threeByTwoSmallAt2X.jpg,0.7134378072279066
big_images/25ELKIND-mediumThreeByTwo378.jpg,0.7146800887166611
big_images/18bourne-mediumThreeByTwo378.jpg,0.7151261805813494
big_images/27NEIBART-mediumThreeByTwo378.jpg,0.7154274725833775
big_images/05THOMASjpg-mediumThreeByTwo378-v2.jpg,0.7158691508388595
big_images/30AYENI-mediumThreeByTwo378-v2.jpg,0.7164655121167258
